game,home_team,fifth_player
200701200DET,7,420
200703100CHA,2,360
200611260TOR,27,418
200703280DAL,5,224
200702050DEN,6,361
200701310MEM,13,379
200612170TOR,27,418
200701070PHO,22,413
200703110TOR,27,418
200611240PHI,21,450
200704080DET,7,420
200704090MIL,15,318
200611140MIA,14,438
200704040MIL,15,378
200701130CHA,2,360
200702090ORL,20,174
200611090PHO,22,413
200702140UTA,28,337
200702260PHI,21,415
200702030CHA,2,360
200701190NYK,19,410
200611040DET,7,420
200703090GSW,8,319
200612200ORL,20,429
200702030CHA,2,360
200611180LAC,11,424
200611010BOS,1,392
200612310LAL,12,404
200703030ATL,0,435
200611120MIA,14,438
200702200MIL,15,378
200701290UTA,28,374
200611280POR,23,454
200703230CLE,4,456
200611080WAS,29,197
200703060POR,23,454
200704060CHI,3,276
200611220ORL,20,426
200701170WAS,29,161
200612310SEA,26,359
200612280SAS,25,427
200612020NJN,17,365
200611070NOK,18,437
200702090TOR,27,418
200611060ORL,20,426
200612200PHI,21,450
200703140IND,10,434
200704040LAC,11,424
200702140GSW,8,409
200703180DET,7,420
200703050CLE,4,386
200704160NYK,19,412
200704010DET,7,373
200611120LAL,12,387
200703020SAS,25,423
200612290GSW,8,308
200611170IND,10,409
200612200SAS,25,423
200611010PHI,21,415
200703170DEN,6,411
200701010POR,23,454
200611030TOR,27,320
200611240BOS,1,445
200612270SAC,24,301
200701180DAL,5,224
200702220CLE,4,259
200611030SAS,25,427
200704150IND,10,434
200703220PHO,22,413
200703300SAC,24,309
200701170CHA,2,360
200701130LAC,11,399
200703100WAS,29,197
200611080ORL,20,333
200703180LAL,12,404
200611030PHO,22,280
200703040NOK,18,437
200612080SAS,25,427
200611180UTA,28,374
200612020NJN,17,365
200701200IND,10,434
200612270POR,23,454
200703290CHI,3,329
200702200SAS,25,427
200612020NJN,17,442
200701190ATL,0,403
200702060NYK,19,410
200704180MIN,16,366
200612290WAS,29,197
200701280BOS,1,380
200703260PHO,22,401
200612150PHO,22,413
200701180DAL,5,224
200612050HOU,9,440
200611090GSW,8,434
200702050DEN,6,411
200701310MIN,16,431
200612130LAC,11,424
200703170DEN,6,451
200612060CHA,2,446
200612200PHI,21,450
200703010SEA,26,354
200703140MEM,13,379
200702250GSW,8,409
200701100MIN,16,431
200611120MIA,14,438
200612120ATL,0,435
200703050MIA,14,397
200612230CLE,4,259
200704040WAS,29,197
200703170SEA,26,359
200701160DAL,5,204
200701130DET,7,373
200611180ATL,0,435
200702230MIN,16,366
200703230IND,10,310
200703050ORL,20,234
200701230CHI,3,436
200701290DEN,6,411
200703120MIL,15,318
200701240TOR,27,320
200612150POR,23,454
200701050TOR,27,356
200704080DET,7,420
200611080NJN,17,442
200701190ORL,20,426
200703020WAS,29,370
200701310ORL,20,234
200704120LAL,12,404
200701080NOK,18,437
200704070UTA,28,374
200612260DAL,5,224
200704060BOS,1,349
200702090ORL,20,429
200703140IND,10,402
200701060NOK,18,437
200611150ORL,20,234
200611030ATL,0,435
200704040HOU,9,452
200701220MIA,14,438
200701230CHI,3,436
200612070NJN,17,442
200611250MIN,16,366
200701270MEM,13,335
200612020DEN,6,451
200701190TOR,27,418
200701190SAS,25,427
200701280DET,7,420
200611110MIL,15,378
200701200GSW,8,409
200702070WAS,29,197
200704130DAL,5,244
200702110CLE,4,386
200611170LAL,12,444
200701130UTA,28,374
200611170LAL,12,404
200703040PHO,22,413
200702090MEM,13,379
200703230ATL,0,403
200612230PHI,21,450
200611170SEA,26,359
200704090DEN,6,411
200611150DET,7,420
200703030LAC,11,449
200701020CHI,3,272
200612040WAS,29,197
200611240IND,10,385
200702020ORL,20,426
200704030CHA,2,446
200701240IND,10,402
200701140POR,23,454
200704010SEA,26,354
200702040CLE,4,456
200612220DEN,6,361
200611220MIN,16,433
200612290MIA,14,302
200703020MIN,16,431
200701120SEA,26,359
200702200CHA,2,360
200612220NOK,18,437
200702130CHI,3,421
200704030LAL,12,394
200701220MIA,14,438
200703060DEN,6,451
200701060DEN,6,451
200701150GSW,8,434
200612180MIA,14,438
200611220GSW,8,319
200702020NOK,18,437
200612260GSW,8,310
200612270SAC,24,343
200702280WAS,29,370
200612110UTA,28,299
200704150LAC,11,424
200704080TOR,27,320
200611100PHI,21,450
200703200MEM,13,419
200703230CLE,4,456
200703230SAS,25,423
200611170LAL,12,404
200704160MEM,13,419
200612130NYK,19,342
200701010CHA,2,391
200703200CHI,3,329
200611240UTA,28,299
200703170DEN,6,411
200611010PHO,22,413
200702260UTA,28,299
200701250LAC,11,424
200702030ORL,20,426
200703300DAL,5,211
200702280CHI,3,436
200611240ATL,0,455
200704010GSW,8,409
200702030MEM,13,379
200704110POR,23,430
200612260UTA,28,299
200702090DAL,5,173
200703280TOR,27,320
200612130WAS,29,161
200611010MEM,13,313
200611120CHA,2,391
200703170MIL,15,318
200611130NJN,17,442
200612200NYK,19,410
200611110ATL,0,455
200704130CHI,3,436
200612310LAL,12,394
200703020WAS,29,161
200703180MIA,14,397
200611060DAL,5,211
200612120MIL,15,378
200612290NOK,18,279
200611250MIN,16,433
200701240SAS,25,427
200703070PHI,21,384
200701290MIN,16,366
200702010PHO,22,413
200611180DAL,5,204
200702140BOS,1,380
200611260POR,23,454
200612050HOU,9,452
200612270LAC,11,424
200703090BOS,1,392
200703250NOK,18,437
200702120UTA,28,299
200612140CHA,2,360
200611250DAL,5,224
200704090MIN,16,431
200611040POR,23,430
200702230ORL,20,234
200612060LAL,12,444
200702060MEM,13,335
200702020DET,7,420
200611100WAS,29,306
200612150CLE,4,456
200703220NYK,19,412
200702250GSW,8,409
200612220NJN,17,324
200704060WAS,29,153
200702070DAL,5,224
200703020PHO,22,413
200612270TOR,27,418
200702090BOS,1,380
200611110MIL,15,378
200611180LAC,11,383
200703160PHI,21,384
200612130MEM,13,417
200612180DEN,6,451
200703260UTA,28,299
200703100CHA,2,360
200611080MIL,15,378
200701260ORL,20,185
200612290WAS,29,161
200703210BOS,1,349
200703140IND,10,402
200703220NYK,19,412
200612110MIA,14,438
200703070TOR,27,418
200701260SAS,25,427
200703200PHO,22,348
200703060DEN,6,411
200611120POR,23,430
200704150GSW,8,409
200704060SEA,26,354
200702210TOR,27,221
200704090SAS,25,427
200704150WAS,29,370
200703100ATL,0,455
200612110UTA,28,295
200612150UTA,28,295
200701170DET,7,420
200612160ORL,20,432
200704050SAS,25,427
200701250CHI,3,436
200701300WAS,29,197
200611170IND,10,288
200702140UTA,28,299
200703030HOU,9,440
200703300ORL,20,432
200704110BOS,1,392
200703290GSW,8,409
200701190TOR,27,418
200612230IND,10,385
200701020DAL,5,224
200611110PHO,22,401
200704140PHI,21,384
200702260LAC,11,383
200704060ATL,0,435
200703080ORL,20,432
200612130ORL,20,432
200612140GSW,8,319
200704170DET,7,373
200612020NJN,17,442
200701040NOK,18,192
200701120NOK,18,437
200704130DAL,5,224
200703200NYK,19,410
200701260UTA,28,374
200612110CHI,3,329
200704060MEM,13,419
200704170DET,7,373
200611280WAS,29,197
200703150MIL,15,378
200701170DET,7,420
200702260LAC,11,424
200611140MIA,14,438
200703230ORL,20,432
200702120DET,7,364
200611200POR,23,454
200612180NJN,17,324
200611260SEA,26,354
200704070IND,10,434
200701040DAL,5,204
200702070TOR,27,418
200704110DET,7,420
200702030HOU,9,428
200612290NOK,18,437
200611240MIA,14,438
200611200GSW,8,319
200612010POR,23,454
200702200POR,23,430
200611020DAL,5,211
200701200GSW,8,409
200612230IND,10,385
200701170LAC,11,383
200701030BOS,1,445
200611200NYK,19,362
200701190SEA,26,307
200704030CHA,2,446
200701270MEM,13,335
200702130MIA,14,397
200704010HOU,9,452
200702110GSW,8,319
200702280DEN,6,411
200612260UTA,28,299
200703100MIL,15,378
200701280LAL,12,444
200702060NYK,19,410
200702120DEN,6,411
200611290UTA,28,196
200701300CLE,4,386
200612130NJN,17,365
200612270CHA,2,179
200611250DAL,5,211
200612220ORL,20,429
200704080MIA,14,438
200703070UTA,28,295
200704160HOU,9,428
200612180NJN,17,442
200612090NYK,19,410
200611110SAS,25,423
200701080CHI,3,276
200611140UTA,28,337
200702200CHA,2,360
200703040MIL,15,318
200704060NOK,18,282
200611030CHI,3,272
200701060GSW,8,319
200703100UTA,28,337
200612080SEA,26,354
200701190ORL,20,246
200701080CHI,3,272
200611270DAL,5,224
200611010SEA,26,359
200611070LAL,12,404
200701260DET,7,420
200612180MIA,14,438
200704060CHI,3,329
200611130NJN,17,442
200611080ORL,20,333
200611170DET,7,420
200703030HOU,9,440
200701170MIL,15,378
200703050DET,7,364
200703160TOR,27,418
200611280HOU,9,452
200703050CLE,4,396
200611180ATL,0,455
200612250MIA,14,438
200703040PHI,21,450
200611300MIA,14,438
200612180MEM,13,417
200703210ATL,0,290
200612100SEA,26,354
200701310BOS,1,238
200704160NYK,19,412
200703140HOU,9,452
200701310NOK,18,437
200612050NJN,17,365
200701090PHI,21,450
200702030MEM,13,335
200701010CHA,2,391
200701180MIA,14,438
200611100POR,23,454
200612050LAC,11,424
200702020ATL,0,455
200703070MIL,15,274
200611010ORL,20,246
200703250CLE,4,456
200702140ORL,20,234
200702240MIL,15,378
200612290WAS,29,161
200611220TOR,27,221
200703250ATL,0,435
200703250SAC,24,375
200611060NYK,19,410
200611040MIL,15,411
200702270MIN,16,353
200704130PHO,22,401
200703130CLE,4,456
200612130WAS,29,161
200704100CHA,2,446
200703280DAL,5,211
200701240POR,23,454
200701070PHO,22,413
200612290WAS,29,161
200612220SAS,25,427
200611250WAS,29,197
200702030WAS,29,161
200701300DAL,5,204
200703050UTA,28,299
200702040NJN,17,442
200704090DEN,6,281
200612180NYK,19,410
200611030BOS,1,349
200701130CHI,3,421
200701120GSW,8,434
200704100PHI,21,267
200612130MEM,13,417
200702230POR,23,454
200701120IND,10,409
200611160HOU,9,452
200704150LAL,12,404
200612150CLE,4,386
200702240SAS,25,427
200702240DAL,5,224
200612040NYK,19,410
200702090GSW,8,409
200704110MIL,15,318
200611280POR,23,430
200612010MIN,16,366
200703150DEN,6,411
200702280WAS,29,197
200611160HOU,9,452
200701080NOK,18,357
200701050PHO,22,413
200701220BOS,1,380
200703160TOR,27,418
200611010NJN,17,442
200701200IND,10,310
200703060DEN,6,411
200701140TOR,27,418
200703300CHA,2,446
200703090DEN,6,411
200701310TOR,27,418
200703230TOR,27,418
200703030LAC,11,449
200704090NYK,19,322
200612130MEM,13,379
200703280DEN,6,361
200610310MIA,14,189
200612310SEA,26,359
200611180WAS,29,197
200701250CHI,3,329
200612110UTA,28,337
200702250DET,7,420
200704090DEN,6,411
200703060DEN,6,411
200612030PHI,21,450
200612130MEM,13,417
200703290CHI,3,436
200702090MEM,13,335
200703160PHO,22,413
200612220DAL,5,224
200612300SAC,24,343
200701070POR,23,255
200611200UTA,28,337
200704040NYK,19,410
200701040SAC,24,309
200703200POR,23,430
200702260HOU,9,395
200701030MIA,14,438
200611060UTA,28,374
200704070IND,10,434
200703040BOS,1,380
200612110ORL,20,432
200612230DET,7,373
200611120SAC,24,398
200701310ATL,0,403
200701070MEM,13,379
200612260DAL,5,224
200701230SEA,26,359
200612060MIL,15,378
200611060DAL,5,204
200704030CHA,2,446
200612020LAC,11,424
200612290TOR,27,356
200612130MIA,14,367
200704050SAS,25,427
200703210TOR,27,418
200704180IND,10,434
200611180DET,7,373
200612180MEM,13,417
200702030MIL,15,378
200704140CLE,4,456
200703090PHI,21,450
200702150HOU,9,428
200702280SAC,24,309
200611080BOS,1,445
200703100CHA,2,391
200611060SAC,24,398
200701260DET,7,420
200612160NJN,17,442
200612020MEM,13,417
200702260SAS,25,423
200611010UTA,28,374
200703140MEM,13,417
200704070LAC,11,344
200611290GSW,8,434
200612150DAL,5,224
200701280BOS,1,445
200701230LAC,11,383
200704140POR,23,345
200611240SEA,26,359
200612260SAS,25,427
200701270MEM,13,335
200701050TOR,27,221
200611120MIA,14,438
200703020MIN,16,433
200703020TOR,27,418
200703030MEM,13,419
200701190ORL,20,429
200704090DAL,5,224
200703200CHI,3,329
200704060WAS,29,197
200611220MIL,15,305
200611150SAS,25,423
200704010TOR,27,418
200611100HOU,9,428
200702200POR,23,454
200702090MEM,13,335
200703060SAC,24,309
200704150GSW,8,291
200703130SAS,25,423
200701200CHI,3,436
200612270SAC,24,309
200703210TOR,27,250
200702020ATL,0,455
200610310LAL,12,404
200702230TOR,27,250
200704060NOK,18,357
200611280LAL,12,404
200612150WAS,29,161
200702210HOU,9,428
200704030MIL,15,378
200701240CHA,2,360
200611060CHI,3,272
200704040HOU,9,452
200612130MIA,14,367
200702020NOK,18,437
200612060IND,10,409
200701210POR,23,393
200704150WAS,29,370
200701230CHI,3,436
200701170TOR,27,320
200612090MEM,13,417
200611250MIL,15,378
200701280LAL,12,297
200611140HOU,9,452
200611210DAL,5,211
200702090ORL,20,185
200612290CLE,4,456
200703030NJN,17,442
200704060SEA,26,354
200611050NOK,18,357
200701220BOS,1,380
200704040NJN,17,442
200702260HOU,9,395
200701310TOR,27,418
200701280SEA,26,359
200702150LAL,12,444
200703140POR,23,454
200612150POR,23,430
200701060NOK,18,357
200701080CHI,3,272
200701190PHO,22,413
200704040NOK,18,279
200612200LAC,11,383
200611210IND,10,409
200611210NOK,18,437
200612030PHI,21,384
200704040HOU,9,395
200703060MIN,16,433
200703160PHO,22,413
200612220MIN,16,351
200703240LAC,11,424
200702110IND,10,327
200703180PHI,21,450
200612080PHI,21,450
200703140CHA,2,391
200701090PHI,21,450
200611300MIA,14,438
200701150MEM,13,419
200611080NJN,17,442
200611220MIL,15,378
200703130ATL,0,435
200704070MIL,15,318
200702230DEN,6,451
200701150DET,7,420
200702060DET,7,420
200701050WAS,29,197
200612260DAL,5,224
200611140ATL,0,435
200701080CHI,3,314
200701100NYK,19,410
200701240UTA,28,299
200612290LAC,11,344
200612130IND,10,409
200612180MEM,13,335
200704180CHA,2,446
200612270LAC,11,424
200611060NYK,19,412
200612200MIN,16,366
200612270LAC,11,399
200703070BOS,1,338
200702030HOU,9,428
200612070SAC,24,309
200702280MEM,13,335
200611140MIN,16,431
200704100CHA,2,446
200704110DET,7,420
200704010SEA,26,354
200702210IND,10,434
200702210MIN,16,353
200701020DEN,6,361
200702070DEN,6,411
200702110CLE,4,456
200703230ATL,0,455
200703310CHI,3,436
200611210DEN,6,451
200702230DEN,6,325
200701310CHA,2,360
200612230SEA,26,326
200612160ORL,20,429
200704160MIL,15,378
200612220NYK,19,410
200703250MIL,15,318
200703090MIA,14,438
200612030PHI,21,450
200702120DEN,6,411
200611140MIN,16,433
200703250SEA,26,354
200704060MEM,13,419
200701240IND,10,310
200701180MIA,14,438
200611180WAS,29,197
200612130DAL,5,224
200703180NYK,19,410
200704130BOS,1,392
200703170SAS,25,427
200704070IND,10,310
200703020PHI,21,450
200704170PHO,22,413
200612270LAC,11,424
200703170SAS,25,368
200703120PHO,22,413
200703310POR,23,430
200701170MIL,15,378
200702250DET,7,420
200612130CHI,3,441
200701240UTA,28,337
200612200NYK,19,410
200612230MIA,14,205
200703170DEN,6,411
200703100MIL,15,378
200611010NJN,17,365
200611180MIL,15,411
200611280LAL,12,297
200701130MIN,16,431
200702090MEM,13,379
200701170SAS,25,427
200701270ATL,0,455
200702100NOK,18,437
200611240SAS,25,427
200611010UTA,28,299
200611120LAL,12,404
200611100NJN,17,442
200612110LAC,11,344
200702020SEA,26,359
200611220SAS,25,427
200611030BOS,1,445
200702020BOS,1,380
200612280SAS,25,303
200702140CHA,2,360
200611010GSW,8,319
200702070CLE,4,386
200701280MIL,15,318
200703090ATL,0,405
200703310CHI,3,276
200612300SAC,24,398
200701130SAC,24,398
200611070CLE,4,259
200701310NOK,18,437
200612270LAC,11,399
200701030TOR,27,356
200704100NOK,18,357
200701230CHI,3,329
200701130MIN,16,351
200612010PHO,22,413
200704130NOK,18,357
200611180ATL,0,435
200703060DEN,6,411
200701190BOS,1,392
200612220DAL,5,164
200701310LAC,11,424
200704010ORL,20,432
200611270DAL,5,211
200612070NJN,17,442
200611220TOR,27,418
200704130MIN,16,431
200612110UTA,28,196
200612050LAC,11,424
200704180MIN,16,431
200704010BOS,1,392
200702200LAC,11,424
200612170TOR,27,418
200612080BOS,1,425
200701310POR,23,393
200702200MIL,15,318
200611180NYK,19,410
200704150DAL,5,211
200703200HOU,9,347
200701090SAS,25,292
200611270GSW,8,310
200701070LAL,12,387
200612260SAS,25,427
200702120DEN,6,451
200701060CLE,4,456
200703170DEN,6,281
200703300DAL,5,224
200612060BOS,1,380
200704030SAS,25,427
200702220CLE,4,259
200702230CHA,2,360
200612250MIA,14,438
200704030IND,10,434
200701200NOK,18,357
200612290POR,23,393
200611240MEM,13,417
200703180NJN,17,442
200612090MEM,13,313
200702110MIN,16,366
200703110LAL,12,394
200703090HOU,9,428
200612030CHA,2,391
200703280SAS,25,303
200703300PHO,22,413
200612270ATL,0,455
200612220CHA,2,360
200701020SAC,24,398
200703070DET,7,420
200611080LAC,11,399
200703080SAC,24,309
200611010MIN,16,431
200703210CLE,4,456
200703020NYK,19,412
200612090NYK,19,362
200612010DET,7,420
200703230SAS,25,427
200703250ATL,0,455
200701190PHI,21,415
200611080SAC,24,398
200701130PHO,22,348
200611190SAC,24,398
200702220WAS,29,370
200703130CHI,3,436
200701270IND,10,434
200704160UTA,28,295
200611190SAC,24,398
200701220CLE,4,456
200701240BOS,1,380
200611280NJN,17,442
200701200HOU,9,395
200701280LAL,12,297
200611010PHO,22,413
200702140NOK,18,437
200612010ATL,0,455
200701050MIL,15,411
200612270MEM,13,335
200701050TOR,27,320
200612090GSW,8,310
200702270NJN,17,442
200702250GSW,8,319
200612100SEA,26,326
200612260PHO,22,413
200612130IND,10,409
200701030POR,23,393
200701280CLE,4,259
200611300MIA,14,302
200704130NJN,17,442
200611140UTA,28,337
200701040DAL,5,224
200701050MIL,15,411
200611180ATL,0,455
200704010GSW,8,409
200701070ORL,20,426
200704110PHO,22,401
200701240CLE,4,259
200704010PHO,22,413
200704090MIN,16,431
200701120SEA,26,359
200701050NJN,17,442
200701270GSW,8,385
200701020DEN,6,451
200703160NYK,19,412
200701190BOS,1,380
200704040DEN,6,411
200702090TOR,27,418
200611150ORL,20,234
200703040MIL,15,318
200704140UTA,28,299
200612060IND,10,409
200612080SEA,26,354
200704060SEA,26,354
200612020LAC,11,399
200612230DET,7,420
200703050DET,7,420
200701150NYK,19,410
200704040POR,23,430
200701230LAC,11,424
200612010SEA,26,354
200703150NJN,17,442
200701170MEM,13,335
200704070UTA,28,374
200703120CHA,2,360
200703020MIA,14,200
200612160MIL,15,318
200703200NYK,19,412
200611250HOU,9,452
200702200MIL,15,378
200703230GSW,8,319
200701310LAC,11,424
200702260HOU,9,395
200612220SAS,25,368
200702070IND,10,434
200702280BOS,1,338
200612260PHO,22,390
200701020SAC,24,398
200702020ATL,0,435
200612290TOR,27,418
200611060DAL,5,204
200702030MIL,15,378
200701130LAC,11,383
200612200SAS,25,427
200612290MIN,16,431
200702280NOK,18,437
200704180ORL,20,246
200611030ATL,0,455
200611040CHA,2,391
200703300SAC,24,398
200612050PHO,22,348
200704110PHO,22,413
200702240SAS,25,427
200702070BOS,1,380
200701050PHO,22,401
200703310NJN,17,365
200701100MIN,16,431
200702270NJN,17,442
200703170MIL,15,378
200703130MIN,16,353
200703160PHI,21,384
200701070LAL,12,444
200611240PHI,21,450
200702250ORL,20,432
200702090CHA,2,360
200702020PHI,21,450
200704140MIL,15,378
200702120UTA,28,299
200611180NYK,19,412
200703290GSW,8,409
200702200MIL,15,378
200611240SEA,26,354
200701300CLE,4,257
200611150SEA,26,359
200701120ATL,0,403
200703170SAS,25,427
200611040CHA,2,391
200611100HOU,9,452
200611030ORL,20,234
200612090WAS,29,370
200703160LAL,12,387
200701200NJN,17,442
200612050LAC,11,399
200612170IND,10,409
200704170ATL,0,435
200701220CLE,4,259
200611250CHA,2,391
200701220DEN,6,451
200612040UTA,28,299
200702130NJN,17,442
200702260LAC,11,383
200702210NJN,17,442
200701150PHI,21,450
200611020DAL,5,224
200611030MEM,13,379
200701020DEN,6,451
200701100DAL,5,224
200612300MEM,13,417
200611180DEN,6,281
200611250MIN,16,366
200702200MIL,15,378
200612020NJN,17,442
200703270NOK,18,437
200702100DET,7,420
200611210LAL,12,444
200702120DET,7,373
200701160NOK,18,437
200702260UTA,28,346
200704160MIL,15,378
200701300CLE,4,456
200703240MIA,14,397
200703070MIA,14,438
200701270GSW,8,409
200703160PHO,22,413
200611110SAS,25,427
200702050ATL,0,406
200701120GSW,8,319
200703060DAL,5,211
200612170LAL,12,444
200703130CLE,4,386
200611080LAC,11,383
200701130SAS,25,427
200703210BOS,1,349
200701240NYK,19,342
200611210LAL,12,404
200611150SEA,26,359
200703180MIA,14,438
200701170MEM,13,419
200611080DEN,6,451
200702110SAC,24,398
200703110SAC,24,309
200701050MEM,13,417
200703260NYK,19,410
200703300SEA,26,321
200611120LAC,11,424
200704060HOU,9,273
200612140CHA,2,391
200703180NJN,17,365
200701310ATL,0,435
200701090PHI,21,450
200701130SAC,24,398
200703130NOK,18,437
200702020DEN,6,411
200701100SEA,26,359
200701260SEA,26,359
200701260PHI,21,415
200612290GSW,8,308
200703160CHA,2,446
200702020ORL,20,185
200704130BOS,1,349
200703200UTA,28,337
200612290GSW,8,310
200612090WAS,29,161
200611010BOS,1,425
200701130SAS,25,427
200702030DAL,5,224
200701060CHI,3,421
200701100SEA,26,359
200612110PHI,21,384
200703310CHI,3,436
200701050SEA,26,359
200703040SEA,26,359
200701230PHI,21,384
200702110GSW,8,409
200703140CHA,2,391
200703250LAL,12,404
200611110MIN,16,433
200612290PHO,22,413
200703170MIL,15,318
200701130UTA,28,337
200703090HOU,9,428
200611040HOU,9,452
200701090UTA,28,299
200701210PHO,22,413
200611110GSW,8,310
200701100DAL,5,204
200612230DET,7,373
200702230NOK,18,437
200703070MIA,14,189
200703250SEA,26,307
200611210NOK,18,357
200612220MIN,16,431
200611280LAL,12,387
200611030PHO,22,401
200702050IND,10,358
200701080NOK,18,437
200702020CLE,4,386
200702030ORL,20,426
200701130CHI,3,441
200701270MEM,13,379
200612220DAL,5,173
200704090MIL,15,378
200701280MIL,15,378
200703230PHI,21,384
200701040DAL,5,224
200612290PHO,22,413
200704010HOU,9,428
200611140HOU,9,452
200703230PHI,21,450
200703030ATL,0,455
200611180UTA,28,299
200702020DEN,6,411
200704180TOR,27,268
200611250GSW,8,434
200611290LAC,11,399
200704150IND,10,434
200701090NJN,17,365
200701130CHI,3,441
200703020DEN,6,325
200704170GSW,8,319
200611180MIL,15,411
200704060NYK,19,362
200612170TOR,27,418
200702270IND,10,310
200702030MIL,15,378
200701220IND,10,310
200612290MIA,14,438
200701230ORL,20,246
200611010MEM,13,379
200612080DEN,6,451
200701120GSW,8,434
200702230NOK,18,437
200702090DAL,5,224
200702020NOK,18,437
200611100CHA,2,391
200704130NOK,18,357
200703220CHI,3,436
200611250CHA,2,360
200701190SEA,26,359
200612090ORL,20,432
200701050ORL,20,432
200611100POR,23,454
200611220HOU,9,452
200702090PHO,22,401
200704070DAL,5,296
200704180TOR,27,268
200612310LAL,12,394
200703280SAS,25,427
200612290HOU,9,428
200704180BOS,1,392
200701190PHO,22,413
200703230SEA,26,354
200702140DET,7,364
200701020ORL,20,432
200612100SAC,24,375
200704170WAS,29,129
200702140BOS,1,380
200703020NYK,19,410
200702200NYK,19,412
200701030POR,23,454
200704010ORL,20,432
200702280WAS,29,197
200701100MIN,16,431
200611010BOS,1,445
200702230DEN,6,451
200702230ORL,20,246
200704180IND,10,434
200611040LAC,11,424
200702280NOK,18,437
200704140UTA,28,374
200612060BOS,1,380
200703310NOK,18,168
200703140PHI,21,384
200611240SAS,25,427
200611120WAS,29,161
200611220PHO,22,413
200611180NYK,19,412
200701220IND,10,434
200611060DAL,5,204
200704070ORL,20,432
200704090SEA,26,354
200704010TOR,27,320
200611030GSW,8,434
200612080BOS,1,425
200702200SAC,24,309
200701090PHO,22,413
200612010PHO,22,413
200702110MIA,14,438
200611180MIL,15,378
200704010TOR,27,356
200701280LAL,12,444
200701240CHA,2,391
200703020NYK,19,412
200704090MIL,15,378
200611030CHI,3,441
200701070MEM,13,379
200612160NYK,19,410
200612200ORL,20,426
200611130NYK,19,412
200702020CLE,4,386
200704030CHA,2,446
200703080SAC,24,398
200704010BOS,1,380
200701090IND,10,409
200702120DEN,6,361
200702100NOK,18,437
200701230ORL,20,429
200701090PHO,22,413
200702090IND,10,434
200703120MEM,13,419
200704150WAS,29,370
200704070LAC,11,424
200704040WAS,29,370
200611250DAL,5,211
200612050SEA,26,354
200703070BOS,1,338
200701120ATL,0,405
200701090IND,10,409
200611100BOS,1,445
200704030SAS,25,303
200701100BOS,1,425
200612160CHA,2,391
200612200LAC,11,399
200703230BOS,1,392
200611150SAC,24,398
200704180BOS,1,392
200612030LAC,11,424
200703090HOU,9,452
200701250CHI,3,436
200703130MIA,14,158
200701220CLE,4,386
200611010BOS,1,445
200612270NYK,19,412
200704060BOS,1,349
200612110NOK,18,279
200704060WAS,29,197
200702050IND,10,358
200612290CLE,4,456
200611030MIA,14,438
200702030CHA,2,360
200611220SAS,25,427
200611080MIL,15,318
200701100GSW,8,434
200703310CHI,3,441
200611140MIN,16,433
200704070LAC,11,424
200611100TOR,27,250
200612250MIA,14,302
200612100LAL,12,404
200611030PHO,22,413
200611140HOU,9,452
200701050ORL,20,432
200704090GSW,8,409
200611140DAL,5,204
200702260UTA,28,299
200702090GSW,8,409
200704040DEN,6,281
200701070MIN,16,431
200612160NYK,19,410
200702220WAS,29,306
200704010TOR,27,320
200612160SAS,25,427
200612030CHA,2,360
200702090GSW,8,409
200703260NYK,19,410
200701240NYK,19,342
200702030POR,23,454
200704140UTA,28,337
200702260DAL,5,224
200612270CHI,3,436
200701150ATL,0,377
200701190BOS,1,380
200611240SEA,26,354
200611150ORL,20,432
200611030ATL,0,406
200702110IND,10,358
200612290TOR,27,418
200612220CHA,2,360
200703100SAS,25,303
200702130NJN,17,442
200704130BOS,1,380
200702210HOU,9,428
200702090CHA,2,360
200611120SAC,24,375
200703020WAS,29,161
200701290NOK,18,437
200703160NYK,19,412
200703060SAC,24,309
200612290CHA,2,360
200612150MEM,13,379
200611180WAS,29,161
200702270CLE,4,456
200704180IND,10,434
200612200POR,23,454
200701020CLE,4,259
200611290BOS,1,425
200702260CHI,3,272
200703120CHA,2,360
200701100MIN,16,431
200611290GSW,8,319
200704080PHI,21,384
200612230CHI,3,436
200701060ATL,0,455
200703280SAS,25,427
200612140GSW,8,319
200612090DAL,5,224
200702210PHO,22,413
200702210ATL,0,406
200702090PHO,22,401
200703300DAL,5,211
200704160MIL,15,274
200611010UTA,28,337
200611180ATL,0,455
200701150PHI,21,450
200701270DEN,6,411
200612060MIL,15,411
200702130MIA,14,438
200701050SAS,25,427
200703280DEN,6,325
200701200CHI,3,272
200612270CHI,3,436
200612040WAS,29,161
200701100DEN,6,361
200701020DAL,5,224
200611070NOK,18,357
200702210IND,10,288
200703240MIA,14,397
200611040POR,23,454
200612080DEN,6,451
200702250GSW,8,385
200701300CLE,4,456
200704070ORL,20,426
200612110NJN,17,442
200704180BOS,1,380
200703200NJN,17,442
200701240BOS,1,392
200702020DEN,6,451
200701040NOK,18,437
200612290WAS,29,161
200703060DAL,5,224
200701090PHI,21,450
200703250LAL,12,404
200701100DAL,5,224
200701270ATL,0,435
200702030POR,23,454
200612120ATL,0,455
200701220SAC,24,398
200703090PHO,22,401
200702140PHI,21,384
200703020SAS,25,368
200703070PHO,22,401
200704170PHO,22,413
200612200LAC,11,399
200703300ORL,20,432
200612010WAS,29,161
200703040BOS,1,380
200701200IND,10,434
200703090ATL,0,455
200612060DEN,6,281
200611010NJN,17,442
200611220GSW,8,434
